發生年度,發生月,發生日,發生時-Hours,發生分,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,肇因碼-個別,個人肇逃否,職業,座標-X,座標-Y
114,05,18,12,37,01大同區,大同區承德路1段與長安西路口,0,0,4,1,C03,8,6,5,50,5,2,1,5,4,5,13,4,4,1,5,5,2,13,2,59,2,9,6,1,7,9,1,10,1,11,104,1,21,121.5169847,25.0511314
114,05,18,12,40,06松山區,松山區南京東路5段23巷與南京東路5段23巷7弄口,0,0,2,1,B03,6,6,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,15,1,50,3,10,7,1,7,9,1,8,1,2,72,1,22,121.5580187,25.0521502
114,05,18,13,00,08士林區,士林區中正路與基河路口,0,0,1,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,5,4,5,2,17,2,50,2,9,6,1,7,5,1,10,2,14,8,1,22,121.5199472,25.0934634
114,05,18,13,45,07信義區,信義區基隆路1段與松隆路口,0,0,3,1,C03,6,6,5,50,3,1,1,4,4,5,13,1,1,1,4,5,2,13,2,29,2,8,6,4,7,9,1,10,2,11,16,1,22,121.566194,25.0429713
114,05,18,14,43,03中山區,中山區興安街與遼寧街口,0,0,1,1,B01,6,6,5,50,4,1,1,4,4,5,13,1,1,5,4,5,2,17,1,57,3,10,7,1,7,9,1,4,1,17,85,1,21,121.542143,25.05608021
114,05,18,14,43,08士林區,士林區中山北路6段334號對面,0,0,1,1,B01,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,1,17,1,53,3,10,7,1,7,7,1,4,2,4,100,1,21,121.5257805,25.1114541
114,05,18,15,12,05中正區,中正區師大路與汀州路3段附近口,0,0,1,1,B03,6,6,5,50,5,2,1,4,4,5,13,1,1,1,4,4,1,17,1,42,3,10,7,1,7,8,1,8,2,17,100,1,21,121.524902,25.0207164
114,05,18,16,00,11南港區,南港區忠孝東路6段與玉成街口口,0,0,1,1,B03,6,7,5,50,5,2,1,4,4,5,13,1,1,1,3,5,2,17,2,35,3,10,7,1,7,5,1,8,2,1,71,1,21,121.5828153,25.0453045
114,05,18,17,07,04大安區,大安區杭州南路2段與杭州南路2段25巷口,0,0,1,1,C03,6,6,5,50,3,1,1,4,4,5,13,4,4,1,5,5,2,17,2,29,2,8,5,1,7,9,1,10,2,17,44,1,22,121.5236106,25.0340667
114,05,18,17,40,12內湖區,內湖區成功路3段325號前,0,0,1,1,B01,8,5,5,50,14,9,1,4,4,5,13,1,1,1,3,5,1,17,1,65,3,10,3,4,7,7,1,4,1,17,100,1,21,121.5896555,25.0719656
114,05,18,17,51,06松山區,松山區八德路4段83號,0,0,1,1,B03,6,7,5,50,14,9,1,4,4,5,13,2,1,9,4,5,2,17,1,50,3,10,7,1,7,8,1,4,9,2,100,2,21,121.5602602,25.0485039
114,05,18,18,05,10文山區,文山區萬樂街與萬和街口,0,0,1,1,C03,7,5,5,40,3,1,1,4,4,5,13,4,4,5,5,5,2,13,1,24,2,9,6,1,7,9,1,9,1,11,42,1,22,121.5688223,24.9994132
114,05,18,18,31,03中山區,中山區復興北路與八德路2段口,0,0,1,1,C03,7,5,5,50,4,2,1,5,4,5,13,1,1,1,4,5,2,18,2,57,2,9,5,1,7,8,1,10,1,14,42,1,21,121.5438568,25.0484443
114,05,18,18,50,08士林區,士林區文林路594巷與士林橋口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,3,1,9,4,4,1,17,2,48,3,10,7,1,7,5,1,8,2,8,8,1,21,121.5236969,25.09844979
114,05,18,19,04,05中正區,中正區寶慶路與桃源街口,0,0,1,1,C03,7,5,5,50,4,2,1,4,4,5,13,1,1,10,4,5,1,12,2,46,2,9,6,1,7,1,1,21,2,14,19,1,22,121.5102762,25.0413761
114,05,18,19,23,03中山區,中山區錦州街6之1號,0,0,2,1,B02,7,5,5,50,14,9,1,5,4,5,13,4,4,8,5,5,1,16,1,59,3,10,3,4,7,5,1,4,1,8,80,1,21,121.5235075,25.0603607
114,05,18,19,45,03中山區,中山區民權東路1段與林森北路口,0,0,1,1,C04,7,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,18,1,21,2,9,5,1,7,9,1,10,1,14,42,1,21,121.5257329,25.0625662
114,05,18,21,00,01大同區,大同區忠孝橋機慢車道,0,0,1,1,C03,7,5,5,50,8,11,1,5,4,5,13,4,4,7,2,5,2,17,1,19,3,10,5,4,7,9,1,10,1,12,108,1,21,121.5077948,25.048566
114,05,18,21,52,03中山區,中山區林森北路85巷與長安東路1段53巷口,0,0,1,1,B03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,17,1,28,3,10,7,1,7,9,1,8,1,1,72,1,21,121.5265745,25.049429
114,05,18,22,08,07信義區,信義區松仁路與松仁路95巷口,0,0,2,1,C03,7,5,5,50,3,2,1,5,4,5,13,4,4,1,4,5,2,17,1,52,2,9,6,1,7,6,1,10,1,12,9,1,22,121.5685085,25.0365893
114,05,18,22,49,08士林區,士林區至善路2段與至善路2段25巷口,0,0,2,1,C03,7,5,5,50,14,9,1,5,4,5,13,1,1,3,4,4,1,17,1,24,2,9,5,1,7,9,1,10,1,11,16,1,21,121.5445174,25.0973373
114,05,18,22,50,08士林區,士林區基河路26號,0,0,1,1,B01,7,5,5,50,14,9,1,5,4,5,13,4,4,10,4,5,2,17,2,39,3,10,7,1,7,9,1,4,1,1,107,1,26,121.5245834,25.08345193
114,05,18,23,14,08士林區,士林區士東路299巷職能發展學院前,0,0,2,1,C03,8,5,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,2,21,2,9,3,4,7,5,1,10,11,12,8,1,21,121.5375875,25.11455739
114,05,18,23,48,05中正區,中正區廈門街與廈門街82巷口,0,0,3,1,C03,8,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,1,17,1,24,2,9,5,1,7,5,1,10,2,12,74,1,21,121.5174174,25.0244601
114,05,19,00,13,02萬華區,萬華區桂林路244巷20號,0,0,1,1,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,29,1,21,2,9,6,1,7,9,3,18,2,11,20,1,21,121.4947083,25.0380022
114,05,19,02,53,03中山區,中山區中原街與新生北路2段137巷口,0,0,1,1,B01,7,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,15,1,40,3,10,7,1,7,9,1,2,1,5,72,1,21,121.528936,25.0612444
114,05,19,05,07,04大安區,大安區和平東路3段與富陽街口,0,0,2,1,F01,8,6,5,50,5,1,1,5,4,5,13,2,1,1,4,5,1,15,1,67,2,5,4,4,7,9,8,20,1,12,81,1,21,121.5564377,25.0206323
114,05,19,06,26,12內湖區,內湖區東湖路43巷與康寧路3段189巷口,0,0,1,1,B03,7,7,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,16,1,69,3,10,7,1,7,5,1,8,2,8,8,1,21,121.6124844,25.0702341
114,05,19,06,34,05中正區,中正區愛國西路與重慶南路2段口,0,0,2,1,C03,7,7,5,50,4,2,1,5,4,5,13,4,4,1,4,1,2,12,2,63,2,9,5,1,7,9,1,10,1,14,17,1,22,121.5129404,25.0350155
114,05,19,06,50,03中山區,中山區民生西路17號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,12,1,52,2,9,6,1,7,7,1,10,1,14,100,1,21,121.521475,25.05781496
114,05,19,07,36,01大同區,大同區延平北路3段32之1號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,12,1,47,2,8,6,1,7,10,1,10,1,14,100,1,21,121.5110959,25.0643686
114,05,19,07,36,05中正區,中正區濟南路2段39號,0,0,1,1,C03,7,5,5,30,14,9,1,5,4,5,13,4,4,9,2,5,2,17,1,70,2,9,5,1,7,9,1,10,2,14,72,1,21,121.5300746,25.0406686
114,05,19,07,37,01大同區,大同區長安西路與太原路口,0,0,1,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,5,5,5,2,17,1,35,3,10,6,1,7,5,1,10,2,14,44,1,21,121.5155042,25.0513119
114,05,19,07,37,09北投區,北投區中央北路4段541巷與中央北路4段口,0,0,1,1,C03,7,5,5,50,4,2,1,5,4,5,13,1,1,5,4,5,1,13,2,48,2,7,3,4,7,12,1,10,1,11,108,1,26,121.4674943,25.1277286
114,05,19,07,38,10文山區,文山區羅斯福路6段401巷與景文街口,0,0,3,1,C03,8,6,5,40,4,2,1,5,4,5,13,4,4,5,5,4,2,16,1,73,2,8,6,1,7,1,1,10,2,13,19,1,21,121.541322,24.991684
114,05,19,07,44,05中正區,中正區重慶南路1段與襄陽路口,0,0,2,1,C03,8,6,5,50,3,1,1,5,4,5,13,2,1,10,2,5,2,17,2,18,3,10,6,1,7,5,1,10,1,17,8,1,22,121.5131944,25.04347506
114,05,19,08,11,03中山區,中山區新生北路2段31-3號,0,0,1,1,B03,8,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,70,3,10,7,1,7,9,1,8,1,1,16,1,21,121.5275419,25.0541843
114,05,19,08,36,03中山區,中山區松江路565號,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,46,2,8,3,4,7,9,1,10,1,11,108,1,21,121.533565,25.06957333
114,05,19,08,45,03中山區,中山區建國南路1段9號,0,0,1,1,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,24,2,8,6,1,7,8,1,10,1,11,100,1,26,121.536926,25.04568089
114,05,19,08,50,07信義區,信義區福德街268巷與福德街268巷29弄口,0,0,1,1,C03,8,7,5,30,4,1,1,5,4,3,10,4,4,9,4,5,2,17,1,37,2,9,5,1,7,9,1,10,1,11,72,1,21,121.5856021,25.0401063
114,05,19,09,00,09北投區,北投區明德路與明德路150巷口,0,0,1,1,B03,8,6,5,50,3,1,1,5,4,5,13,1,1,9,4,5,2,16,2,47,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5208168,25.1106145
114,05,19,09,00,11南港區,南港區研究院路2段12巷58弄19號,0,0,1,1,C03,7,7,5,30,14,9,1,5,4,5,13,4,4,5,5,5,2,17,1,41,2,7,5,1,7,1,1,10,1,11,19,1,21,121.6140705,25.0463269
114,05,19,09,10,03中山區,中山區民權西路2號,0,0,2,1,C03,7,6,5,50,14,8,1,5,4,5,13,4,4,1,4,5,2,12,1,41,2,9,5,4,7,9,1,10,1,12,17,1,21,121.5223871,25.062802
114,05,19,09,38,04大安區,大安區市民高架道(西往東),0,0,1,1,A12,8,6,5,80,14,9,1,5,4,5,13,4,4,4,3,5,2,13,1,31,2,7,7,1,7,9,1,4,1,3,16,1,21,121.5393434,25.0444485
114,05,19,09,39,03中山區,中山區南京東路3段36號,0,0,2,1,C03,8,7,5,50,14,9,1,5,4,5,13,4,4,1,4,4,2,13,2,30,2,7,6,1,7,8,1,10,1,11,100,1,21,121.5382747,25.0518429
114,05,19,10,13,05中正區,中正區信義路1段與林森南路口,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,23,3,10,5,1,7,8,1,10,1,13,100,1,21,121.5213449,25.0367804
114,05,19,10,15,03中山區,中山區北安路55號,0,0,1,1,A02,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,43,3,10,7,1,7,9,1,2,9,2,44,1,22,121.5285958,25.0777389
114,05,19,10,36,01大同區,大同區延平北路4段與迪化街2段268巷口,0,0,2,1,C03,8,6,5,50,5,2,1,5,4,5,13,4,4,5,5,5,2,13,1,19,2,9,6,1,7,9,1,10,1,11,16,1,21,121.5108729,25.0707838
114,05,19,11,34,10文山區,文山區木新路2段與恆光街口口,0,0,1,1,C03,7,6,5,50,4,1,1,5,4,5,13,2,1,5,4,4,2,12,1,74,2,9,5,1,7,7,1,10,1,13,100,1,21,121.5667882,24.9833238
114,05,19,11,54,01大同區,大同區延平北路3段54號,0,0,1,1,B03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,2,5,2,17,1,52,3,10,7,1,7,1,1,8,11,8,19,1,21,121.5110874,25.06502962
114,05,19,12,10,09北投區,北投區承德路7段303號,0,0,2,1,C03,8,7,5,50,14,8,1,5,4,5,13,4,4,1,4,4,2,16,2,24,2,9,3,4,7,6,1,10,1,12,80,1,22,121.5040344,25.1169758
114,05,19,12,20,05中正區,中正區中山北路1段與北平西路口,0,0,2,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,13,1,45,2,9,6,1,7,9,1,10,1,11,16,1,22,121.5202981,25.0474459
114,05,19,12,37,03中山區,中山區龍江路120巷與遼寧街128巷口,0,0,1,1,B01,8,7,5,50,4,2,1,5,4,5,13,2,1,10,5,5,2,17,1,69,3,10,7,1,7,6,1,4,1,8,9,1,21,121.5404664,25.0533058
114,05,19,12,50,07信義區,信義區忠孝東路5段428號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,1,1,1,4,5,2,29,1,70,2,9,6,1,7,15,1,10,1,14,46,1,21,121.5750195,25.0410433
114,05,19,13,56,04大安區,大安區仁愛路4段27巷與大安路1段84巷口,0,0,1,1,B03,8,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,34,3,10,7,1,7,9,1,8,1,4,72,1,21,121.5452203,25.0409991
114,05,19,14,40,07信義區,信義區忠孝東路5段68號,0,0,1,1,F01,7,6,8,50,22,22,1,5,4,5,13,1,1,1,4,5,2,18,2,49,2,9,4,4,7,9,8,20,1,15,116,1,22,121.566257,25.0410007
114,05,19,14,51,07信義區,信義區永吉路120巷27弄11號,0,0,1,1,B01,8,7,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,1,50,3,10,7,1,7,14,1,4,1,2,40,1,26,121.5704886,25.0446795
114,05,19,15,00,12內湖區,內湖區內湖路1段591巷10弄3號附近,0,0,1,1,C03,8,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,1,9,1,63,3,10,6,1,7,9,1,10,2,17,108,1,21,121.5730391,25.0815215
114,05,19,15,30,04大安區,大安區和平東路1段6號,0,0,1,1,C03,8,5,5,40,14,8,1,5,4,4,13,2,1,1,4,4,2,13,1,46,3,10,3,4,7,9,1,10,1,11,108,1,21,121.5229684,25.0269335
114,05,19,15,41,05中正區,中正區重慶南路2段與泉州街9巷口口,0,0,1,1,B12,8,6,5,30,3,1,1,5,4,5,13,4,4,1,4,5,1,17,1,50,3,10,7,1,7,15,1,8,2,17,42,1,21,121.5150033,25.0303295
114,05,19,15,45,09北投區,北投區中央南路2段與無名巷口,0,0,1,1,B03,8,6,5,40,3,1,1,5,4,5,13,4,4,5,5,5,2,16,1,62,3,10,7,1,7,5,1,8,1,1,74,1,21,121.5003752,25.1252493
114,05,19,15,52,03中山區,中山區南京西路與南京西路12巷口,0,0,2,1,C03,7,5,5,50,3,1,1,5,4,5,13,4,4,1,4,4,2,16,1,19,2,8,3,4,7,8,1,10,1,12,100,1,21,121.5214582,25.0523681
114,05,19,16,20,01大同區,大同區太原路與南京西路口,0,0,1,1,C03,8,6,5,50,4,2,1,5,4,5,13,2,1,8,3,4,2,17,1,22,3,10,6,1,7,5,1,10,1,13,108,1,21,121.5162434,25.0535617
114,05,19,16,20,09北投區,北投區湖山路1段47號,0,0,1,1,B03,8,5,5,40,14,9,1,5,4,5,13,4,4,9,4,5,1,17,1,59,3,10,7,1,7,11,1,10,2,8,10,1,21,121.5460478,25.1521949
114,05,19,16,24,08士林區,士林區延平北路6段與倫等街口,0,0,2,1,C03,7,7,5,40,14,18,1,5,4,5,13,1,1,1,5,5,2,3,1,35,2,7,6,1,7,9,1,10,1,11,70,1,21,121.5003479,25.0914126
114,05,19,16,40,05中正區,中正區和平西路1段與重慶南路3段口,0,0,2,1,C03,7,7,5,50,4,2,1,5,4,5,13,1,1,1,4,5,2,13,2,66,2,9,5,1,7,9,1,10,1,11,108,1,22,121.516456,25.027235
114,05,19,16,55,12內湖區,內湖區瑞光路316巷與堤頂大道2段口,0,0,1,1,C03,7,7,5,50,3,1,1,5,4,5,13,4,4,1,1,4,2,16,2,33,2,1,6,1,7,6,1,10,1,14,72,1,21,121.5719169,25.075464
114,05,19,17,02,04大安區,大安區基隆路3段往南,0,0,2,1,C03,8,6,5,40,14,8,1,5,4,5,13,4,4,1,4,4,2,17,1,46,2,9,3,4,7,9,1,10,1,11,108,1,21,121.5439044,25.0170741
114,05,19,17,18,07信義區,信義區忠孝東路5段與大道路口口,0,0,1,1,B02,8,6,5,30,5,1,1,5,4,5,13,2,1,2,4,5,2,17,1,48,3,10,3,4,7,5,1,8,1,8,4,1,22,121.5813054,25.0434146
114,05,19,17,20,04大安區,大安區市民大道4段與市民大道4段口迴轉道(忠孝東路4段223巷口),0,0,1,1,C03,8,6,5,40,5,1,1,5,4,5,13,2,1,1,4,5,2,17,1,23,3,10,6,1,7,5,3,18,1,13,8,1,21,121.5530359,25.04428184
114,05,19,17,29,04大安區,大安區信義路3段111巷與信義路3段111巷16弄口,0,0,1,1,C03,8,6,5,30,3,1,1,5,4,5,13,4,4,10,4,5,2,3,1,27,3,10,6,1,7,9,1,10,2,11,108,1,21,121.5395014,25.034395
114,05,19,17,45,12內湖區,內湖區瑞光路362號,0,0,1,1,B03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,12,1,48,3,10,7,1,7,8,1,8,1,2,100,1,21,121.5719121,25.0777203
114,05,19,18,09,04大安區,大安區敦化南路2段與敦化南路2段63巷口,0,0,3,1,F02,8,6,5,50,5,2,1,5,4,5,13,2,1,1,4,1,1,12,1,45,2,9,3,4,7,9,8,20,1,14,32,1,22,121.549019,25.030757
114,05,19,18,25,07信義區,信義區吳興街220巷59弄與吳興街156巷65弄口,0,0,2,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,9,5,5,2,17,1,31,2,9,3,4,7,5,1,10,2,11,74,1,22,121.5591143,25.027049
114,05,19,18,30,08士林區,士林區承德路5段與承德路5段150巷口口,0,0,3,1,C03,7,5,5,50,14,9,1,5,4,5,13,2,1,6,3,4,2,2,2,21,2,9,5,1,7,9,1,10,1,11,44,1,22,121.5131609,25.097703
114,05,19,18,40,12內湖區,內湖區康寧路3段189巷21弄與康寧路3段165巷口,0,0,1,1,C03,7,5,5,30,3,18,1,5,4,5,13,4,4,10,5,5,2,3,2,56,3,10,5,1,7,5,1,11,1,14,70,1,21,121.6122821,25.0713407
114,05,19,18,42,03中山區,中山區大佳河濱公園自行車道（近十號水門）,0,0,2,1,F01,7,5,5,0,11,23,1,5,4,5,13,4,4,5,5,4,2,17,1,19,2,9,3,4,7,6,8,20,1,11,118,1,21,121.5222737,25.05804001
114,05,19,18,45,08士林區,士林區福林路與雨農路口,0,0,2,1,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,5,2,5,2,12,1,21,2,9,6,1,7,9,1,10,1,14,99,1,25,121.5321947,25.096592
114,05,19,19,00,02萬華區,萬華區長泰街與寶興街口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,2,1,5,5,5,1,17,2,52,3,10,3,4,7,9,1,8,1,1,108,1,22,121.4959821,25.021785
114,05,19,19,05,12內湖區,內湖區洲子街150號旁,0,0,1,1,B03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,17,2,55,3,10,7,1,7,1,1,8,1,17,19,1,21,121.5679001,25.08163514
114,05,19,19,15,01大同區,大同區重慶北路1段與長安西路口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,16,1,41,3,10,3,4,7,5,1,8,1,6,71,1,21,121.5138632,25.0516349
114,05,19,20,01,10文山區,文山區興隆路4段與興隆路4段109巷口,0,0,1,1,C03,7,5,5,50,4,2,1,5,4,5,13,2,1,10,5,5,2,17,2,50,2,9,6,1,7,6,1,10,1,11,9,1,21,121.5610212,24.9865487
114,05,19,20,12,04大安區,大安區復興南路1段358號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,2,1,1,4,5,1,13,1,25,2,7,5,4,7,9,1,10,1,11,108,1,21,121.5435293,25.0353788
114,05,19,20,32,09北投區,北投區開明街與復興二路口口,0,0,2,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,47,2,9,5,1,7,9,1,10,1,11,72,1,21,121.5021549,25.1413999
114,05,19,20,38,06松山區,松山區復興北路與民族東路口,0,0,1,1,C03,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,15,1,71,2,9,6,1,7,1,1,10,1,12,19,1,22,121.5443663,25.0662649
114,05,19,20,41,07信義區,信義區松高路與忠孝東路5段236巷口,0,0,1,1,B01,7,5,5,50,4,2,1,5,4,5,13,1,1,4,3,5,2,11,1,60,3,10,7,1,7,11,1,4,1,5,10,1,21,121.5717656,25.0390435
114,05,19,21,19,09北投區,北投區中央北路2段與中央北路2段95巷口口,0,0,3,1,B01,7,5,6,50,4,4,1,5,4,5,13,1,1,5,4,5,2,13,1,27,3,10,7,1,7,1,1,4,2,5,108,1,21,121.4951766,25.1369528
114,05,19,21,56,08士林區,士林區劍潭路與基河路口,0,0,1,1,B01,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,16,1,63,3,10,3,4,7,5,1,2,2,6,71,1,21,121.5247724,25.08369212
114,05,19,22,20,05中正區,中正區永福橋往永和,0,0,1,1,B01,7,5,5,30,8,9,1,5,4,5,12,4,4,5,4,5,2,17,1,52,3,10,7,1,7,7,1,4,1,4,100,1,21,121.5282947,25.0117548
114,05,19,22,29,10文山區,文山區景興路與景後街口口,0,0,1,1,B01,8,5,5,50,3,2,1,5,4,5,13,4,4,9,5,5,2,14,1,58,3,10,7,1,7,2,1,4,1,3,12,1,21,121.5421513,24.9890538
114,05,20,04,06,02萬華區,萬華區和平西路3段67號,0,0,1,1,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,77,3,10,7,1,7,2,1,8,1,7,12,1,21,121.5020592,25.03526346
114,05,20,06,24,10文山區,文山區萬美街1段與萬安街口口,0,0,2,1,C03,7,7,5,40,3,1,1,5,4,5,13,1,1,10,5,5,2,16,1,38,2,8,5,1,7,5,1,10,1,11,8,1,21,121.5706125,25.002268
114,05,20,06,30,12內湖區,內湖區環山路2段2號,0,0,1,1,B03,7,7,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,12,2,40,3,10,7,1,7,1,1,8,2,8,19,1,21,121.5704173,25.0864842
114,05,20,06,35,11南港區,南港區忠孝東路7段99號275停車格,0,0,1,1,C03,8,7,5,30,14,9,1,5,4,5,13,4,4,1,4,4,2,17,1,76,2,9,6,1,7,9,1,10,2,11,108,1,21,121.5982462,25.0512265
114,05,20,06,37,06松山區,松山區觀山河濱公園5號水門自行車道往南160燈桿,0,0,1,1,,8,5,7,40,14,23,1,5,4,5,13,4,4,10,5,5,2,29,3,65,,,,,,,,,,,66,1,,121.5708576,25.05689093
114,05,20,07,14,07信義區,信義區基隆路1段與信義路4段口,0,0,1,1,B03,8,7,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,13,1,66,3,10,3,4,7,9,1,8,1,1,44,1,21,121.5594982,25.0330222
114,05,20,07,29,07信義區,信義區松山路與松山路292巷口,0,0,1,1,B03,8,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,17,1,50,3,10,7,1,7,5,1,8,1,4,8,1,21,121.5778395,25.0433376
114,05,20,07,38,01大同區,大同區台北橋機慢車道往新北市,0,0,1,1,C03,8,6,5,50,8,11,1,5,4,5,13,4,4,10,5,5,2,17,1,39,3,10,6,1,7,4,1,10,2,12,108,1,21,121.5077821,25.0636088
114,05,20,07,38,03中山區,中山區民權東路2段與民權東路2段92巷口,0,0,2,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,3,4,5,2,17,1,33,2,9,6,1,7,6,1,10,1,12,9,1,21,121.5317164,25.06241676
114,05,20,07,39,09北投區,北投區實踐街與實踐街82巷口,0,0,2,1,B03,8,7,5,30,4,2,1,5,4,5,13,4,4,10,5,5,2,3,1,54,3,10,7,1,7,5,1,8,2,1,70,1,21,121.5107669,25.1152323
114,05,20,07,40,11南港區,南港區忠孝東路6段276號對面,0,0,1,1,B01,8,6,5,50,14,7,1,5,4,5,13,4,4,1,4,4,2,11,1,68,3,10,3,4,7,12,1,4,1,3,14,1,21,121.5888999,25.0492877
114,05,20,08,00,02萬華區,萬華區環河快速道路往南(中興橋前),0,0,1,1,B03,8,6,5,60,14,7,1,5,4,5,13,4,4,1,5,5,2,13,1,51,3,10,7,1,7,7,1,8,1,5,100,1,26,121.5018894,25.0454434
114,05,20,08,00,06松山區,松山區南京東路3段與南京東路3段338巷口,0,0,3,1,C03,8,6,5,50,3,4,1,5,4,5,13,3,1,1,4,4,2,13,2,42,2,5,6,1,7,12,1,10,1,13,42,1,22,121.5473454,25.0516898
114,05,20,08,26,08士林區,士林區承德路5段與士商路口,0,0,1,1,B12,8,7,5,50,4,1,1,5,4,5,13,1,1,1,5,5,2,17,1,67,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5142605,25.0960563
114,05,20,08,27,07信義區,信義區莊敬路391巷11弄與莊敬路391巷口,0,0,1,1,C03,8,7,5,30,3,1,1,5,4,5,13,4,4,9,5,5,2,13,2,48,2,7,3,4,7,9,1,9,1,11,16,1,21,121.5659032,25.0285511
114,05,20,08,54,04大安區,大安區和平東路2段134號,0,0,1,1,C04,8,6,5,50,14,9,1,5,4,5,13,2,1,3,3,5,2,16,1,80,2,9,6,1,7,15,1,10,2,14,100,1,21,121.5446115,25.0247172
114,05,20,09,06,05中正區,中正區中華路1段23號,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,12,1,54,3,10,5,1,7,9,1,10,1,14,44,1,21,121.5097076,25.04646564
114,05,20,09,15,08士林區,士林區延平北路7段106巷327弄33號,0,0,1,1,B03,7,5,8,30,22,22,1,5,4,5,13,4,4,10,5,5,1,17,2,52,3,10,7,1,7,1,1,8,1,5,19,1,21,121.4954166,25.1054716
114,05,20,09,20,12內湖區,內湖區康樂街111巷與康樂街61巷口,0,0,1,1,B12,8,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,17,1,53,3,10,7,1,7,9,1,8,2,2,72,1,21,121.6198097,25.0706377
114,05,20,09,26,02萬華區,萬華區德昌街132巷與民和街口,0,0,1,1,C03,8,7,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,64,2,9,5,1,7,9,1,10,1,12,72,1,21,121.4962616,25.0249302
114,05,20,09,30,12內湖區,內湖區港墘路與洲子街口,0,0,1,1,B03,8,7,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,16,1,47,3,10,3,4,7,5,1,8,2,5,71,1,21,121.575971,25.0781415
114,05,20,09,34,01大同區,大同區敦煌路194號,0,0,1,1,B02,8,6,5,50,14,9,1,5,4,5,13,4,4,1,5,5,2,17,2,44,3,10,7,1,7,1,1,4,2,5,19,1,21,121.5123069,25.0764283
114,05,20,09,50,12內湖區,內湖區康寧路1段與康寧路1段48巷口,0,0,2,1,C03,7,5,5,50,4,2,1,5,4,5,13,4,4,5,5,5,2,17,2,29,2,9,5,1,7,9,1,9,2,11,108,1,21,121.5918592,25.0803283
